"Variable","Predictions","Observations","Study"
"CO2",104.828204479161,132.58548451754,"Nannipieri et al. (1977)"
"CO2",0,0,"Nannipieri et al. (1977)"
"CO2",0.872376918518348,0,"Nannipieri et al. (1977)"
"CO2",2.60935223041453,0.066411098812493,"Nannipieri et al. (1977)"
"CO2",7.67301715727711,21.7729273104623,"Nannipieri et al. (1977)"
"CO2",10.8598042999568,31.2341100691709,"Nannipieri et al. (1977)"
"CO2",22.8037304959986,36.600103529515,"Nannipieri et al. (1977)"
"CO2",32.4972687883233,43.6083022657728,"Nannipieri et al. (1977)"
"CO2",54.2927071882376,48.5593102765998,"Nannipieri et al. (1977)"
"ATP",0.001904644943467,0.001904644943467,"Nannipieri et al. (1977)"
"ATP",0.00296149839975911,0.002467990630971,"Nannipieri et al. (1977)"
"ATP",0.0039112504472026,0.007618579773867,"Nannipieri et al. (1977)"
"ATP",0.00598974736593553,0.011776607467351,"Nannipieri et al. (1977)"
"ATP",0.00723240870071266,0.020790138467419,"Nannipieri et al. (1977)"
"ATP",0.0121479480151434,0.019743925047768,"Nannipieri et al. (1977)"
"ATP",0.016481134455322,0.015988287131073,"Nannipieri et al. (1977)"
"ATP",0.0258242641308541,0.010837697988177,"Nannipieri et al. (1977)"
"ATP",0.001958296913705,0.001958296913705,"Nannipieri et al. (1977)"
"ATP",0.00304476402947389,0.002628946541687,"Nannipieri et al. (1977)"
"ATP",0.00402074184969458,0.005499326949446,"Nannipieri et al. (1977)"
"ATP",0.00615470083161835,0.015773679250119,"Nannipieri et al. (1977)"
"ATP",0.00742893734171673,0.014968899696542,"Nannipieri et al. (1977)"
"ATP",0.0124537025590454,0.013198384678671,"Nannipieri et al. (1977)"
"ATP",0.0168534430126891,0.010837697988177,"Nannipieri et al. (1977)"
"ATP",0.0261242378286349,0.007538101818509,"Nannipieri et al. (1977)"
"ATP",0.002307034720256,0.002307034720256,"Nannipieri et al. (1977)"
"ATP",0.00317122686401416,0.002119252824421,"Nannipieri et al. (1977)"
"ATP",0.00389641057722509,0.00643823642862,"Nannipieri et al. (1977)"
"ATP",0.0053016507789701,0.009228138881022,"Nannipieri et al. (1977)"
"ATP",0.00604711089135997,0.011427869660801,"Nannipieri et al. (1977)"
"ATP",0.00852852199555679,0.008986705014949,"Nannipieri et al. (1977)"
"ATP",0.0102881981884951,NA,"Nannipieri et al. (1977)"
"ATP",0.0133542690179586,0.007108886056601,"Nannipieri et al. (1977)"
"CO2",0,0,"Tsai et al. (1997)"
"CO2",5.13980739812337,3.74073177577365,"Tsai et al. (1997)"
"CO2",7.96230064066092,5.45508385675496,"Tsai et al. (1997)"
"CO2",13.0287233433279,7.17019374614867,"Tsai et al. (1997)"
"CO2",22.0162665306538,10.132277378168,"Tsai et al. (1997)"
"CO2",43.2149472695096,52.0303677878641,"Tsai et al. (1997)"
"CO2",46.4259211672072,77.1073848672288,"Tsai et al. (1997)"
"CO2",74.7837547090754,83.6525761252399,"Tsai et al. (1997)"
"CO2",96.2801164410715,87.8652330898438,"Tsai et al. (1997)"
"CO2",101.615042537767,89.8942651140796,"Tsai et al. (1997)"
"CO2",108.226157660238,91.6116484287105,"Tsai et al. (1997)"
"CO2",113.381104511411,94.4233070908658,"Tsai et al. (1997)"
"CO2",115.932113263803,98.8002190288602,"Tsai et al. (1997)"
"CO2",116.27060977254,103.801186194477,"Tsai et al. (1997)"
"CO2",116.479701056511,106.932261102464,"Tsai et al. (1997)"
"CO2",116.688219846297,109.28544567511,"Tsai et al. (1997)"
"CO2",116.896287320935,111.638630247755,"Tsai et al. (1997)"
"CO2",117.103911906103,113.213735032955,"Tsai et al. (1997)"
"CO2",0,0,"Tsai et al. (1997)"
"CO2",4.08368366280972,4.05143322486299,"Tsai et al. (1997)"
"CO2",6.12032474729534,6.85702941971901,"Tsai et al. (1997)"
"CO2",9.60441907200327,7.48165300365042,"Tsai et al. (1997)"
"CO2",15.3963050075665,9.97692665362334,"Tsai et al. (1997)"
"CO2",27.5760005777691,30.2293564753607,"Tsai et al. (1997)"
"CO2",29.2663957840133,34.9059816404644,"Tsai et al. (1997)"
"CO2",42.7779934222168,36.9340664041847,"Tsai et al. (1997)"
"CO2",51.8177015812773,39.9012652429878,"Tsai et al. (1997)"
"CO2",54.0144070435952,40.9959194947184,"Tsai et al. (1997)"
"CO2",56.816286044748,41.9342757613888,"Tsai et al. (1997)"
"CO2",59.2259910990269,43.5002868456403,"Tsai et al. (1997)"
"CO2",60.7513420292376,46.6315512057308,"Tsai et al. (1997)"
"CO2",61.0443860317743,48.9851146825824,"Tsai et al. (1997)"
"CO2",61.1944904470714,50.714622931812,"Tsai et al. (1997)"
"CO2",61.3436211647543,52.2893488128062,"Tsai et al. (1997)"
"CO2",61.4923418044736,53.8642641459035,"Tsai et al. (1997)"
"CO2",61.6407329696283,54.971611688542,"Tsai et al. (1997)"
"Flush",12.9858725977274,12.9858725977274,"Tsai et al. (1997)"
"Flush",18.093367894897,NA,"Tsai et al. (1997)"
"Flush",19.8241523062183,NA,"Tsai et al. (1997)"
"Flush",22.2433720014827,NA,"Tsai et al. (1997)"
"Flush",25.3823952013422,NA,"Tsai et al. (1997)"
"Flush",29.8466948137673,NA,"Tsai et al. (1997)"
"Flush",30.267904401641,26.3560289590225,"Tsai et al. (1997)"
"Flush",31.4062752046047,29.321499740411,"Tsai et al. (1997)"
"Flush",28.9341179071323,32.7028725697113,"Tsai et al. (1997)"
"Flush",27.8037450900023,NA,"Tsai et al. (1997)"
"Flush",26.0699705890977,26.8413290874437,"Tsai et al. (1997)"
"Flush",24.4142230655859,20.9338985566151,"Tsai et al. (1997)"
"Flush",23.4581377086677,NA,"Tsai et al. (1997)"
"Flush",23.3309722088135,18.1461387477458,"Tsai et al. (1997)"
"Flush",23.2767563213331,NA,"Tsai et al. (1997)"
"Flush",23.2268679314854,14.6645602788316,"Tsai et al. (1997)"
"Flush",23.1774511061971,NA,"Tsai et al. (1997)"
"Flush",23.1281689872432,10.5365095038648,"Tsai et al. (1997)"
"Flush",12.9858725977274,12.9858725977274,"Tsai et al. (1997)"
"Flush",15.7561109302982,NA,"Tsai et al. (1997)"
"Flush",16.6283430186914,NA,"Tsai et al. (1997)"
"Flush",17.7610937458549,NA,"Tsai et al. (1997)"
"Flush",19.0338701758922,NA,"Tsai et al. (1997)"
"Flush",20.2619354825948,NA,"Tsai et al. (1997)"
"Flush",20.3169043084417,17.160296856399,"Tsai et al. (1997)"
"Flush",19.888897988675,16.2436909005136,"Tsai et al. (1997)"
"Flush",18.7347870532886,15.0499790577348,"Tsai et al. (1997)"
"Flush",18.3382193145154,NA,"Tsai et al. (1997)"
"Flush",17.7564420156211,20.926277739363,"Tsai et al. (1997)"
"Flush",17.1764552756792,26.8033871462307,"Tsai et al. (1997)"
"Flush",16.7592039685664,NA,"Tsai et al. (1997)"
"Flush",16.6743760333413,17.9149199094135,"Tsai et al. (1997)"
"Flush",16.6360650018834,NA,"Tsai et al. (1997)"
"Flush",16.6002557373194,14.0634885861963,"Tsai et al. (1997)"
"Flush",16.5648964943429,NA,"Tsai et al. (1997)"
"Flush",16.5296672204068,10.4902981652079,"Tsai et al. (1997)"
"ATP",0.013810376782768,0.013810376782768,"Tsai et al. (1997)"
"ATP",0.0172567458192149,NA,"Tsai et al. (1997)"
"ATP",0.0185096638562039,NA,"Tsai et al. (1997)"
"ATP",0.0203491550495055,NA,"Tsai et al. (1997)"
"ATP",0.0229258144339633,NA,"Tsai et al. (1997)"
"ATP",0.0272520759415008,NA,"Tsai et al. (1997)"
"ATP",0.0277554333165913,0.03874822005741,"Tsai et al. (1997)"
"ATP",0.0306620440759513,0.064444940442556,"Tsai et al. (1997)"
"ATP",0.0308759317710142,0.061244434147775,"Tsai et al. (1997)"
"ATP",0.0306200913230141,NA,"Tsai et al. (1997)"
"ATP",0.0301029719867783,0.056981330379947,"Tsai et al. (1997)"
"ATP",0.0295143712602012,0.059411658341433,"Tsai et al. (1997)"
"ATP",0.0291285999158099,NA,"Tsai et al. (1997)"
"ATP",0.0290587407728983,0.03099332097733,"Tsai et al. (1997)"
"ATP",0.0289992544143276,NA,"Tsai et al. (1997)"
"ATP",0.0289377702989577,0.023610514657686,"Tsai et al. (1997)"
"ATP",0.0288762560395894,NA,"Tsai et al. (1997)"
"ATP",0.0288148606214064,0.021751746038921,"Tsai et al. (1997)"
"ATP",0.013810376782768,0.013810094252198,"Tsai et al. (1997)"
"ATP",0.0157811653112042,NA,"Tsai et al. (1997)"
"ATP",0.0164607050541425,NA,"Tsai et al. (1997)"
"ATP",0.017409151203846,NA,"Tsai et al. (1997)"
"ATP",0.0186222974082739,NA,"Tsai et al. (1997)"
"ATP",0.0203103066356177,NA,"Tsai et al. (1997)"
"ATP",0.0204757406987572,0.040235178446308,"Tsai et al. (1997)"
"ATP",0.021280408841514,0.035229019279886,"Tsai et al. (1997)"
"ATP",0.0212996181466433,0.035004124946319,"Tsai et al. (1997)"
"ATP",0.021234372905503,NA,"Tsai et al. (1997)"
"ATP",0.0211047801682451,0.030316377732071,"Tsai et al. (1997)"
"ATP",0.0209430886355768,0.032215548222318,"Tsai et al. (1997)"
"ATP",0.0208024157266747,NA,"Tsai et al. (1997)"
"ATP",0.0207623886888107,0.019414088104333,"Tsai et al. (1997)"
"ATP",0.0207247618342004,NA,"Tsai et al. (1997)"
"ATP",0.0206816319926135,0.017767782474064,"Tsai et al. (1997)"
"ATP",0.020637792813253,NA,"Tsai et al. (1997)"
"ATP",0.0205939321761829,0.018458287186674,"Tsai et al. (1997)"
"S",133.217877839206,133.217877839206,"Joergensen and Raubuch (2002)"
"S",119.921208361528,107.910074937552,"Joergensen and Raubuch (2002)"
"S",106.544774316555,65.0291423813489,"Joergensen and Raubuch (2002)"
"S",78.9433540869504,54.3713572023314,"Joergensen and Raubuch (2002)"
"S",29.7175073448749,2.41465445462115,"Joergensen and Raubuch (2002)"
"S",1.04728862266932,0,"Joergensen and Raubuch (2002)"
"S",0.000513193825706955,0,"Joergensen and Raubuch (2002)"
"Flush",5.69525395503747,5.69525395503747,"Joergensen and Raubuch (2002)"
"Flush",9.8823927176508,13.2639467110741,"Joergensen and Raubuch (2002)"
"Flush",12.7699581051062,17.3480432972523,"Joergensen and Raubuch (2002)"
"Flush",16.8502643945419,17.5728559533722,"Joergensen and Raubuch (2002)"
"Flush",20.1363676042562,17.0857618651124,"Joergensen and Raubuch (2002)"
"Flush",16.8426145670149,11.0907577019151,"Joergensen and Raubuch (2002)"
"Flush",16.2649656911445,13.3388842631141,"Joergensen and Raubuch (2002)"
"ATP",0.00709558767409555,0.0114,"Joergensen and Raubuch (2002)"
"ATP",0.00980485617041278,0.0118,"Joergensen and Raubuch (2002)"
"ATP",0.0119440153825764,0.0146,"Joergensen and Raubuch (2002)"
"ATP",0.015526556257107,0.0156,"Joergensen and Raubuch (2002)"
"ATP",0.0201472021883715,0.0236,"Joergensen and Raubuch (2002)"
"ATP",0.0205191076756638,0.0253,"Joergensen and Raubuch (2002)"
"ATP",0.0202638587175953,0.0213,"Joergensen and Raubuch (2002)"
"S",49.9583680266445,49.9583680266445,"Marstorp and Witter (1999)"
"S",48.0457634961922,NA,"Marstorp and Witter (1999)"
"S",45.8600577116749,39.8509263670649,"Marstorp and Witter (1999)"
"S",43.7147848284658,NA,"Marstorp and Witter (1999)"
"S",41.9044758322993,30.723060551145,"Marstorp and Witter (1999)"
"S",40.1192414130658,NA,"Marstorp and Witter (1999)"
"S",38.9430374364156,NA,"Marstorp and Witter (1999)"
"S",37.488927501725,30.500429677586,"Marstorp and Witter (1999)"
"S",36.6253830753587,NA,"Marstorp and Witter (1999)"
"S",36.0535375844315,NA,"Marstorp and Witter (1999)"
"S",35.2017287892648,NA,"Marstorp and Witter (1999)"
"S",34.3573101008161,NA,"Marstorp and Witter (1999)"
"S",33.7986104377768,19.5915168731939,"Marstorp and Witter (1999)"
"S",32.9671513609564,NA,"Marstorp and Witter (1999)"
"S",31.3291009095115,NA,"Marstorp and Witter (1999)"
"S",30.7907993209129,NA,"Marstorp and Witter (1999)"
"S",29.9909099540327,0.890523494236081,"Marstorp and Witter (1999)"
"S",28.6787300718829,NA,"Marstorp and Witter (1999)"
"S",27.6487138728403,NA,"Marstorp and Witter (1999)"
"S",27.1405378718986,NA,"Marstorp and Witter (1999)"
"S",26.387068401867,0.890523494236081,"Marstorp and Witter (1999)"
"S",25.1554625975832,NA,"Marstorp and Witter (1999)"
"S",23.9551939291402,NA,"Marstorp and Witter (1999)"
"S",22.5579045681108,NA,"Marstorp and Witter (1999)"
"S",20.9893428535378,NA,"Marstorp and Witter (1999)"
"S",19.9108370056683,NA,"Marstorp and Witter (1999)"
"S",18.0599285679029,NA,"Marstorp and Witter (1999)"
"S",15.2390963181667,0.890523494236081,"Marstorp and Witter (1999)"
"S",11.5559791317871,NA,"Marstorp and Witter (1999)"
"S",6.41369753081289,NA,"Marstorp and Witter (1999)"
"S",2.39705970234761,NA,"Marstorp and Witter (1999)"
"S",1.44603038815949,NA,"Marstorp and Witter (1999)"
"S",0.866114147756723,NA,"Marstorp and Witter (1999)"
"S",0.30725781445991,NA,"Marstorp and Witter (1999)"
"S",0.185328424401663,NA,"Marstorp and Witter (1999)"
"S",0.109998703632884,NA,"Marstorp and Witter (1999)"
"S",0.0642676364572412,NA,"Marstorp and Witter (1999)"
"S",0.0381243987687912,NA,"Marstorp and Witter (1999)"
"CO2",0,0,"Marstorp and Witter (1999)"
"CO2",0.44734104719099,0.452286324336208,"Marstorp and Witter (1999)"
"CO2",1.1728051399284,0.88291728360809,"Marstorp and Witter (1999)"
"CO2",2.05789861565322,1.68563365490508,"Marstorp and Witter (1999)"
"CO2",2.91015231523397,2.16226899588018,"Marstorp and Witter (1999)"
"CO2",3.82727940169488,3.12819070962551,"Marstorp and Witter (1999)"
"CO2",4.46685122521774,3.90150637974262,"Marstorp and Witter (1999)"
"CO2",5.29117716402952,4.5026479734382,"Marstorp and Witter (1999)"
"CO2",5.79654769573437,4.94716465896421,"Marstorp and Witter (1999)"
"CO2",6.13718076597607,5.57639626548947,"Marstorp and Witter (1999)"
"CO2",6.65287227600052,6.28454749225833,"Marstorp and Witter (1999)"
"CO2",7.17332549229617,7.08858916631662,"Marstorp and Witter (1999)"
"CO2",7.5224579780905,9.08960974835736,"Marstorp and Witter (1999)"
"CO2",8.0487300322205,10.0719443685663,"Marstorp and Witter (1999)"
"CO2",9.10748704120522,11.788323391769,"Marstorp and Witter (1999)"
"CO2",9.46140997900332,13.0753652916,"Marstorp and Witter (1999)"
"CO2",9.99251111441988,15.9100332954514,"Marstorp and Witter (1999)"
"CO2",10.8766475807218,17.1384316470531,"Marstorp and Witter (1999)"
"CO2",11.5814106040811,18.2568937242201,"Marstorp and Witter (1999)"
"CO2",11.9324830713143,18.6286763782572,"Marstorp and Witter (1999)"
"CO2",12.457016251986,18.9886512248086,"Marstorp and Witter (1999)"
"CO2",13.324487466804,19.4785374076894,"Marstorp and Witter (1999)"
"CO2",14.1816812829442,19.8137256338485,"Marstorp and Witter (1999)"
"CO2",15.1940213744486,20.080245369997,"Marstorp and Witter (1999)"
"CO2",16.3488449794756,20.4288507367333,"Marstorp and Witter (1999)"
"CO2",17.1542067434121,20.7140305918846,"Marstorp and Witter (1999)"
"CO2",18.558216740759,21.3279218916883,"Marstorp and Witter (1999)"
"CO2",20.753137088385,21.9868409387447,"Marstorp and Witter (1999)"
"CO2",23.7282003071582,22.8190013590512,"Marstorp and Witter (1999)"
"CO2",28.1297777239231,24.5978713407985,"Marstorp and Witter (1999)"
"CO2",31.8405627544313,26.8239405427161,"Marstorp and Witter (1999)"
"CO2",32.7711277643757,28.3257141237315,"Marstorp and Witter (1999)"
"CO2",33.3546442026873,29.6443285260132,"Marstorp and Witter (1999)"
"CO2",33.9402521395153,31.0798576642806,"Marstorp and Witter (1999)"
"CO2",34.0768321965019,31.894281230745,"Marstorp and Witter (1999)"
"CO2",34.167133078284,32.7895750715288,"Marstorp and Witter (1999)"
"CO2",34.2280386656904,33.5955492807936,"Marstorp and Witter (1999)"
"CO2",34.2706746975471,34.3427724688663,"Marstorp and Witter (1999)"
"DNA",1.05634021338326,1.05634021338326,"Marstorp and Witter (1999)"
"DNA",1.06723980965535,NA,"Marstorp and Witter (1999)"
"DNA",1.08632124743854,1.05106510620032,"Marstorp and Witter (1999)"
"DNA",1.11039966813104,NA,"Marstorp and Witter (1999)"
"DNA",1.13397450120926,1.1038161780297,"Marstorp and Witter (1999)"
"DNA",1.15959134611738,NA,"Marstorp and Witter (1999)"
"DNA",1.17755955708968,NA,"Marstorp and Witter (1999)"
"DNA",1.20081120832638,1.14074192831026,"Marstorp and Witter (1999)"
"DNA",1.2151078247701,NA,"Marstorp and Witter (1999)"
"DNA",1.22475926828056,NA,"Marstorp and Witter (1999)"
"DNA",1.23939133833257,NA,"Marstorp and Witter (1999)"
"DNA",1.25418090329684,NA,"Marstorp and Witter (1999)"
"DNA",1.26411340719141,1.33592089407895,"Marstorp and Witter (1999)"
"DNA",1.27910087488988,NA,"Marstorp and Witter (1999)"
"DNA",1.30930242660919,NA,"Marstorp and Witter (1999)"
"DNA",1.31941136630654,NA,"Marstorp and Witter (1999)"
"DNA",1.334591988927,1.62605178914052,"Marstorp and Witter (1999)"
"DNA",1.35989028778644,NA,"Marstorp and Witter (1999)"
"DNA",1.38007768155118,NA,"Marstorp and Witter (1999)"
"DNA",1.39014043184507,NA,"Marstorp and Witter (1999)"
"DNA",1.40518266086293,1.59967625322583,"Marstorp and Witter (1999)"
"DNA",1.43007810210035,NA,"Marstorp and Witter (1999)"
"DNA",1.45469963005685,NA,"Marstorp and Witter (1999)"
"DNA",1.48380203546655,NA,"Marstorp and Witter (1999)"
"DNA",1.51703003675366,NA,"Marstorp and Witter (1999)"
"DNA",1.54021994014451,NA,"Marstorp and Witter (1999)"
"DNA",1.58067791933394,NA,"Marstorp and Witter (1999)"
"DNA",1.64399421302594,1.66297753942108,"Marstorp and Witter (1999)"
"DNA",1.72991414476347,NA,"Marstorp and Witter (1999)"
"DNA",1.85706397226169,1.68407796815283,"Marstorp and Witter (1999)"
"DNA",1.96357733417316,NA,"Marstorp and Witter (1999)"
"DNA",1.98975887076583,NA,"Marstorp and Witter (1999)"
"DNA",2.00573695205532,NA,"Marstorp and Witter (1999)"
"DNA",2.0205696705131,NA,"Marstorp and Witter (1999)"
"DNA",2.02341619616737,NA,"Marstorp and Witter (1999)"
"DNA",2.02486186529577,NA,"Marstorp and Witter (1999)"
"DNA",2.02540465594698,NA,"Marstorp and Witter (1999)"
"DNA",2.02527774036878,1.52054964548177,"Marstorp and Witter (1999)"
"Flush",5.12681379749086,5.12681379749086,"Marstorp and Witter (1999)"
"Flush",5.70193797072371,NA,"Marstorp and Witter (1999)"
"Flush",6.24895182425272,12.1158807712858,"Marstorp and Witter (1999)"
"Flush",6.69681551047374,NA,"Marstorp and Witter (1999)"
"Flush",7.02054801011037,8.62224055417119,"Marstorp and Witter (1999)"
"Flush",7.30035339167014,NA,"Marstorp and Witter (1999)"
"Flush",7.46653590695703,NA,"Marstorp and Witter (1999)"
"Flush",7.6546819943541,4.10335776089026,"Marstorp and Witter (1999)"
"Flush",7.75827351718815,NA,"Marstorp and Witter (1999)"
"Flush",7.82380131284908,NA,"Marstorp and Witter (1999)"
"Flush",7.91714686759728,NA,"Marstorp and Witter (1999)"
"Flush",8.00493441632703,NA,"Marstorp and Witter (1999)"
"Flush",8.06056042363761,9.01153604298798,"Marstorp and Witter (1999)"
"Flush",8.13990370069137,NA,"Marstorp and Witter (1999)"
"Flush",8.28493497127914,NA,"Marstorp and Witter (1999)"
"Flush",8.3295173473631,NA,"Marstorp and Witter (1999)"
"Flush",8.39309852939418,5.22589248831045,"Marstorp and Witter (1999)"
"Flush",8.49077885459016,NA,"Marstorp and Witter (1999)"
"Flush",8.56193576640357,NA,"Marstorp and Witter (1999)"
"Flush",8.59531415167613,NA,"Marstorp and Witter (1999)"
"Flush",8.6427505730578,5.36736095115031,"Marstorp and Witter (1999)"
"Flush",8.71511562799273,NA,"Marstorp and Witter (1999)"
"Flush",8.77958752551222,NA,"Marstorp and Witter (1999)"
"Flush",8.84723560488308,NA,"Marstorp and Witter (1999)"
"Flush",8.91374402917637,NA,"Marstorp and Witter (1999)"
"Flush",8.95366630676453,NA,"Marstorp and Witter (1999)"
"Flush",9.01098156241522,NA,"Marstorp and Witter (1999)"
"Flush",9.07010001051648,4.72883039346274,"Marstorp and Witter (1999)"
"Flush",9.09151733456292,NA,"Marstorp and Witter (1999)"
"Flush",8.99540042928553,5.33517302695269,"Marstorp and Witter (1999)"
"Flush",8.78394416251408,NA,"Marstorp and Witter (1999)"
"Flush",8.70919639053068,NA,"Marstorp and Witter (1999)"
"Flush",8.65688357311241,NA,"Marstorp and Witter (1999)"
"Flush",8.59857856860863,NA,"Marstorp and Witter (1999)"
"Flush",8.58342880229117,NA,"Marstorp and Witter (1999)"
"Flush",8.57260075258426,NA,"Marstorp and Witter (1999)"
"Flush",8.56455946666392,NA,"Marstorp and Witter (1999)"
"Flush",8.55809889055753,4.97238384006033,"Marstorp and Witter (1999)"
